"","x_box","y_box","width","high","onpix","x_bar","y_bar","x2_bar","y2_bar","xy_bar","x2y_bar","xy2_bar","x_ege","x_egvy","y_ege","y_egvx","letter"
"5269",3,4,5,3,3,9,7,2,7,10,3,8,3,8,3,9,"K"
"5270",2,3,3,2,2,5,7,4,7,7,6,11,3,8,4,9,"K"
"5271",4,7,5,5,5,5,7,5,3,7,5,9,3,5,9,8,"K"
"5272",2,3,4,1,2,6,8,2,6,10,7,10,3,8,2,8,"K"
"5273",6,7,8,5,4,6,7,2,7,10,6,10,4,7,4,8,"K"
"5274",4,7,6,5,4,6,7,5,7,6,5,10,3,8,5,9,"K"
"5275",3,6,5,5,4,8,7,2,4,9,3,8,4,6,4,10,"K"
"5276",5,10,8,8,6,4,9,1,6,10,9,10,3,8,3,6,"K"
"5277",5,9,7,7,4,3,8,3,7,11,10,12,3,8,4,6,"K"
"5278",7,9,10,7,6,5,8,2,7,10,8,10,3,8,4,7,"K"
"5279",4,10,6,7,6,5,7,5,7,6,6,12,3,8,6,9,"K"
"5280",2,4,4,3,2,5,8,2,7,10,8,10,3,8,3,6,"K"
"5281",4,5,7,4,4,8,7,1,7,10,5,8,3,8,4,8,"K"
"5282",2,3,3,1,1,6,7,1,6,10,7,10,3,8,2,8,"K"
"5283",4,8,4,6,2,4,7,8,2,7,7,11,3,8,3,11,"K"
"5284",6,9,8,6,8,6,9,5,4,8,5,8,4,7,8,10,"K"
"5285",4,5,6,3,3,4,8,2,7,10,9,11,3,8,3,7,"K"
"5286",3,3,5,2,2,6,8,2,7,10,7,9,3,8,2,7,"K"
"5287",4,6,4,4,1,4,7,9,1,7,6,11,3,8,2,11,"K"
"5288",5,9,6,7,6,5,6,5,7,6,6,13,5,7,8,9,"K"
"5289",6,8,8,6,4,7,8,1,7,10,5,8,3,8,3,8,"K"
"5290",4,5,4,8,2,3,7,8,2,7,5,11,4,8,2,11,"K"
"5291",4,4,4,6,2,3,7,8,2,7,6,11,4,8,2,11,"K"
"5292",5,7,8,5,5,7,6,1,7,10,6,10,4,7,4,9,"K"
"5293",1,0,1,0,0,5,7,7,0,7,6,10,2,8,2,11,"K"
"5294",3,6,4,4,4,6,7,3,6,6,5,9,3,8,4,9,"K"
"5295",4,9,4,6,2,3,7,7,2,7,6,11,3,8,3,10,"K"
"5296",4,8,4,6,3,3,6,6,3,7,7,11,3,8,3,11,"K"
"5297",4,7,4,5,3,3,8,7,2,7,6,11,3,8,2,11,"K"
"5298",4,7,6,5,4,7,6,1,6,9,5,9,3,8,3,8,"K"
"5299",6,9,8,6,5,5,9,2,7,10,8,10,3,8,3,7,"K"
"5300",4,6,6,4,3,3,9,3,6,10,11,11,3,8,3,6,"K"
"5301",2,3,3,2,2,5,7,4,7,7,6,11,3,8,4,10,"K"
"5302",7,14,7,8,5,7,7,2,6,10,5,8,6,7,4,7,"K"
"5303",5,10,7,8,7,6,6,3,7,6,6,8,7,8,5,9,"K"
"5304",3,2,4,4,3,6,7,4,7,6,6,11,3,8,5,10,"K"
"5305",2,4,4,3,3,6,7,1,6,10,7,10,3,8,2,8,"K"
"5306",3,7,5,5,3,6,7,5,7,6,6,10,3,8,5,9,"K"
"5307",3,4,6,3,3,7,8,2,7,10,4,8,5,7,4,7,"K"
"5308",4,8,6,6,4,8,6,1,7,10,4,9,4,7,5,10,"K"
"5309",2,3,4,1,2,4,8,2,6,10,9,10,2,8,2,7,"K"
"5310",3,7,4,5,2,3,6,7,3,7,7,12,3,8,3,11,"K"
"5311",3,5,5,4,3,6,6,1,7,10,8,11,3,7,3,8,"K"
"5312",5,9,5,5,3,3,9,4,5,10,10,11,4,9,3,6,"K"
"5313",4,7,5,5,4,5,7,6,7,6,6,13,3,8,5,10,"K"
"5314",7,11,7,6,4,7,7,3,6,10,6,9,6,10,3,8,"K"
"5315",4,5,5,4,3,6,7,4,7,6,6,10,3,8,5,9,"K"
"5316",5,9,7,6,5,4,7,2,7,10,10,12,3,8,3,6,"K"
"5317",3,4,4,7,2,3,7,7,3,7,7,11,3,8,3,10,"K"
"5318",3,2,4,4,2,6,7,4,8,6,6,11,3,8,6,9,"K"
"5319",7,9,10,7,7,7,7,1,6,10,5,9,3,8,4,9,"K"
"5320",2,1,3,2,2,6,7,4,7,7,6,11,3,8,4,9,"K"
"5321",3,6,5,5,5,6,8,3,3,7,4,9,4,6,6,9,"K"
"5322",2,3,4,2,2,6,7,1,6,10,7,10,3,8,2,8,"K"
"5323",2,3,3,1,1,5,7,1,6,10,8,10,3,8,2,6,"K"
"5324",5,7,8,5,4,3,7,2,7,10,11,12,3,8,4,5,"K"
"5325",5,9,5,4,3,9,7,2,6,10,4,7,5,9,3,9,"K"
"5326",6,9,9,7,5,9,6,2,7,10,3,9,7,7,6,9,"K"
"5327",3,7,3,4,1,3,7,7,2,7,5,11,3,8,2,11,"K"
"5328",4,7,6,5,3,6,7,2,7,10,7,10,3,8,3,8,"K"
"5329",3,7,4,5,3,5,7,5,7,6,5,10,3,8,4,9,"K"
"5330",3,4,5,3,2,7,6,1,6,10,6,10,3,8,3,8,"K"
"5331",4,5,7,3,3,6,8,2,8,10,8,10,4,7,3,6,"K"
"5332",2,3,4,2,2,6,8,2,6,10,6,9,3,8,2,8,"K"
"5333",5,8,6,6,6,5,7,5,7,6,6,13,3,8,6,9,"K"
"5334",2,1,2,2,0,4,7,8,1,7,6,11,3,8,2,11,"K"
"5335",2,1,3,1,2,6,7,4,8,7,6,10,3,8,5,8,"K"
"5336",6,11,9,8,5,8,8,2,7,10,4,8,3,8,3,9,"K"
"5337",2,1,3,2,2,6,7,4,7,7,6,10,3,8,5,9,"K"
"5338",4,8,6,6,3,4,8,3,7,11,11,11,3,8,4,5,"K"
"5339",5,10,7,7,6,10,6,1,6,10,3,8,6,8,5,12,"K"
"5340",7,9,10,7,6,9,6,2,7,10,3,8,7,8,6,10,"K"
"5341",2,1,2,2,1,5,7,8,1,7,6,11,3,8,2,11,"K"
"5342",3,2,4,4,3,5,7,4,7,6,6,10,3,8,5,9,"K"
"5343",6,9,5,4,2,8,8,3,7,8,4,7,5,7,3,7,"K"
"5344",5,10,8,8,9,6,6,4,4,6,5,9,8,7,8,8,"K"
"5345",7,9,10,7,5,5,9,2,8,10,9,10,3,8,4,5,"K"
"5346",4,7,6,5,4,4,7,2,6,10,9,11,3,8,3,8,"K"
"5347",12,15,11,8,5,4,8,4,7,10,10,11,6,9,3,6,"K"
"5348",4,5,7,3,4,3,8,3,7,11,10,11,3,8,3,6,"K"
"5349",6,10,9,8,8,10,5,2,6,9,2,7,8,6,7,12,"K"
"5350",5,10,6,8,2,4,6,9,2,7,7,11,4,7,3,11,"K"
"5351",7,11,10,8,6,4,9,2,8,10,10,10,3,8,4,6,"K"
"5352",5,11,6,8,5,4,6,7,3,7,7,12,4,8,3,11,"K"
"5353",3,1,4,1,2,6,7,4,7,7,6,11,2,8,4,10,"K"
"5354",5,11,7,8,7,5,6,3,7,6,6,9,4,8,6,9,"K"
"5355",4,8,6,6,4,9,7,2,6,10,2,7,4,7,3,10,"K"
"5356",8,13,8,7,5,9,6,3,6,10,1,7,6,5,4,8,"K"
"5357",3,7,4,4,1,4,8,7,2,7,5,11,3,8,3,10,"K"
"5358",7,15,8,8,5,9,6,3,6,11,2,7,5,7,4,9,"K"
"5359",3,4,4,3,3,5,7,4,7,7,6,11,3,8,5,9,"K"
"5360",5,7,8,5,5,4,9,2,6,10,9,10,3,8,3,6,"K"
"5361",2,3,2,1,2,6,7,4,6,6,6,10,3,8,4,9,"K"
"5362",9,14,8,8,4,8,8,3,7,9,7,7,6,10,4,7,"K"
"5363",6,11,8,8,10,7,7,4,4,6,6,9,8,8,8,8,"K"
"5364",3,5,5,3,3,6,7,4,7,7,6,11,3,8,5,9,"K"
"5365",7,11,10,8,6,4,8,3,7,11,10,12,4,8,4,6,"K"
"5366",6,9,5,4,2,6,8,3,6,9,9,10,5,10,3,6,"K"
"5367",4,5,6,4,3,6,8,2,7,10,6,9,4,9,3,7,"K"
"5368",3,2,3,4,1,3,7,7,2,7,7,11,3,8,3,10,"K"
"5369",3,7,3,5,1,3,7,7,3,7,6,11,4,8,2,11,"K"
"5370",3,7,4,4,1,4,8,7,2,7,5,11,3,8,3,10,"K"
"5371",3,4,4,2,2,5,7,4,7,7,6,11,3,8,4,9,"K"
"5372",3,3,5,2,2,6,8,2,6,10,6,9,3,9,3,7,"K"
"5373",5,9,8,7,9,7,10,4,4,5,6,9,8,8,7,8,"K"
"5374",5,9,5,6,2,5,9,9,2,7,3,11,4,8,2,11,"K"
"5375",5,9,8,8,7,8,6,2,3,8,3,8,6,5,8,12,"K"
"5376",5,7,7,6,6,6,7,3,4,6,4,9,5,5,9,7,"K"
"5377",2,3,4,2,2,7,8,2,6,10,6,8,3,8,2,8,"K"
"5378",5,10,5,5,3,5,8,3,6,9,8,9,5,7,3,8,"K"
"5379",3,3,5,2,2,7,6,2,7,10,6,10,4,7,3,8,"K"
"5380",6,10,9,7,5,4,8,2,7,10,10,11,3,8,4,6,"K"
"5381",5,10,5,7,2,4,8,9,2,7,6,11,4,8,2,11,"K"
"5382",6,9,8,7,6,9,5,1,6,10,4,9,5,6,5,10,"K"
"5383",8,14,8,8,5,10,6,3,6,11,2,6,5,8,4,9,"K"
"5384",4,9,4,6,2,3,7,7,2,7,5,11,3,8,3,10,"K"
"5385",7,13,8,7,5,7,8,2,6,10,4,8,5,5,4,7,"K"
"5386",5,8,7,6,8,7,6,3,4,6,6,8,8,6,7,7,"K"
"5387",9,13,8,7,4,7,7,3,7,9,9,9,6,11,3,7,"K"
"5388",2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,10,"K"
"5389",2,6,4,4,4,7,7,3,5,6,5,8,3,8,3,9,"K"
"5390",4,7,5,5,5,5,6,4,6,6,6,11,3,8,5,10,"K"
"5391",5,8,5,6,2,4,7,8,1,7,6,12,4,8,3,11,"K"
"5392",4,6,6,4,6,7,6,5,4,6,6,8,6,6,7,12,"K"
"5393",4,8,6,6,4,9,5,2,7,10,3,9,4,7,5,11,"K"
"5394",3,4,5,3,3,4,9,2,7,10,10,10,3,8,3,6,"K"
"5395",6,9,6,5,4,5,8,3,5,10,9,11,5,9,3,6,"K"
"5396",10,14,9,8,4,8,7,3,7,9,5,7,6,9,4,7,"K"
"5397",6,9,7,4,4,10,6,4,5,11,2,7,5,7,3,9,"K"
"5398",6,7,8,5,4,4,8,3,6,10,10,11,4,7,3,6,"K"
"5399",4,9,6,6,5,5,7,1,6,9,7,10,3,8,3,8,"K"
"5400",3,7,5,5,5,6,6,3,4,6,6,9,5,8,7,9,"K"
"5401",4,10,6,8,7,5,5,5,3,6,6,9,3,5,8,9,"K"
"5402",3,6,5,5,4,11,5,3,3,10,3,8,4,6,6,12,"K"
"5403",6,10,8,8,6,6,8,5,7,6,5,10,4,8,5,9,"K"
"5404",4,3,4,5,1,4,7,8,1,7,6,11,3,8,3,11,"K"
"5405",4,4,6,3,3,6,7,2,7,10,7,10,3,8,3,7,"K"
"5406",7,11,10,8,6,8,6,2,7,10,4,9,5,6,5,8,"K"
"5407",5,7,7,5,4,3,9,3,6,10,11,11,3,8,3,6,"K"
"5408",5,5,6,7,2,4,8,8,2,7,4,11,3,8,2,11,"K"
"5409",3,6,5,4,3,3,9,2,6,10,11,11,3,8,2,6,"K"
"5410",5,10,6,8,5,3,8,7,3,7,5,11,3,8,3,11,"K"
"5411",5,9,8,7,5,2,8,2,7,11,12,12,3,8,3,5,"K"
"5412",3,2,4,3,3,5,7,4,7,7,6,10,6,8,4,9,"K"
"5413",3,2,4,4,3,5,7,4,8,7,6,11,3,8,5,9,"K"
"5414",4,10,5,8,6,6,6,3,7,6,5,8,7,8,5,9,"K"
"5415",6,10,8,8,7,5,5,4,8,6,7,12,4,8,7,9,"K"
"5416",3,7,5,5,5,6,6,3,4,7,6,9,5,7,7,9,"K"
"5417",3,8,4,6,3,4,8,7,3,6,4,11,3,8,2,11,"K"
"5418",4,7,6,6,5,8,6,2,3,8,4,8,4,6,7,11,"K"
"5419",6,10,6,5,3,7,7,3,6,10,8,9,6,11,3,7,"K"
"5420",4,8,6,6,4,3,8,2,7,10,11,12,3,8,3,5,"K"
"5421",4,7,4,5,2,4,7,8,1,7,6,11,3,8,2,11,"K"
"5422",5,10,7,8,8,6,8,5,3,7,5,8,4,7,7,11,"K"
"5423",6,9,9,7,4,3,8,4,8,12,12,12,3,8,4,5,"K"
"5424",4,11,6,8,6,5,6,4,7,6,6,11,3,8,6,9,"K"
"5425",9,12,10,7,5,7,7,3,6,10,9,9,6,12,4,8,"K"
"5426",4,6,6,4,3,3,8,3,7,11,11,11,3,8,3,6,"K"
"5427",6,10,8,7,6,6,7,1,6,10,7,10,3,8,4,8,"K"
"5428",6,9,9,6,6,2,8,3,8,11,12,12,4,7,4,4,"K"
"5429",3,4,5,3,2,5,7,2,7,10,9,11,3,8,3,7,"K"
"5430",4,4,4,6,2,3,6,8,2,7,6,11,4,8,2,11,"K"
"5431",4,8,5,6,4,5,6,4,8,7,7,12,3,8,6,9,"K"
"5432",1,0,1,0,0,4,6,5,1,7,6,10,2,7,1,10,"K"
"5433",8,11,11,8,9,8,6,1,6,9,5,9,7,7,6,9,"K"
"5434",6,10,8,8,8,6,9,6,5,8,5,8,4,7,6,11,"K"
"5435",8,15,8,8,6,6,7,2,6,10,4,9,5,5,3,7,"K"
"5436",4,9,5,7,4,3,8,7,3,7,5,11,3,8,2,11,"K"
"5437",2,3,3,2,2,6,7,1,6,10,7,10,3,8,1,8,"K"
"5438",4,9,5,6,2,3,7,8,2,7,6,11,4,8,2,11,"K"
"5439",1,1,2,1,0,4,6,6,2,7,6,11,3,8,2,10,"K"
"5440",2,4,4,3,2,7,7,1,7,10,5,9,3,8,3,8,"K"
"5441",8,12,7,7,3,7,7,3,6,9,6,8,6,8,4,7,"K"
"5442",2,3,4,2,2,6,7,2,6,10,7,10,3,8,2,8,"K"
"5443",5,9,5,4,3,6,7,2,5,10,6,9,5,8,3,7,"K"
"5444",4,8,6,6,4,6,7,2,6,10,7,10,3,8,3,8,"K"
"5445",2,3,3,1,2,6,7,4,7,7,6,11,3,8,4,9,"K"
"5446",4,11,4,8,2,4,7,8,2,6,4,11,4,8,2,11,"K"
"5447",5,4,5,6,2,4,8,8,2,7,5,11,4,8,2,11,"K"
"5448",4,8,6,6,4,5,6,1,7,10,9,11,4,7,4,7,"K"
"5449",4,9,5,7,5,5,6,3,6,6,6,10,3,8,5,10,"K"
"5450",5,11,7,8,9,7,6,3,5,6,6,8,7,7,7,7,"K"
"5451",6,9,9,7,6,2,8,3,7,11,12,12,4,7,4,5,"K"
"5452",4,4,4,6,2,4,8,8,2,7,5,11,3,8,2,11,"K"
"5453",11,15,10,8,5,4,8,5,8,9,12,12,6,11,3,6,"K"
"5454",6,9,9,7,6,3,8,3,8,11,12,12,4,7,4,4,"K"
"5455",4,9,6,7,7,6,6,3,4,6,6,9,8,7,8,7,"K"
"5456",2,7,4,5,3,5,6,3,6,6,6,10,3,8,5,9,"K"
"5457",1,0,1,0,0,4,6,5,2,7,6,11,2,8,2,10,"K"
"5458",5,9,7,7,7,6,9,5,4,7,4,8,4,7,7,9,"K"
"5459",4,7,4,5,2,4,6,8,2,7,7,11,3,8,3,11,"K"
"5460",3,5,4,4,3,5,6,4,7,7,7,11,3,9,5,10,"K"
"5461",1,0,1,0,0,4,6,6,2,7,6,11,3,7,2,10,"K"
"5462",3,5,5,3,3,6,7,1,6,10,7,10,3,8,3,8,"K"
"5463",3,5,5,3,3,5,7,2,7,10,9,11,3,8,3,7,"K"
"5464",7,11,6,6,3,7,8,3,6,9,7,8,6,9,3,7,"K"
"5465",5,8,7,6,5,7,7,1,6,10,5,9,3,8,3,9,"K"
"5466",4,5,7,4,3,6,6,2,7,10,8,11,4,7,4,7,"K"
"5467",7,10,6,5,3,9,8,3,6,9,4,6,5,8,4,7,"K"
"5468",4,6,5,8,2,3,7,8,2,7,5,12,3,8,3,10,"K"
"5469",6,9,9,6,5,5,7,2,8,10,9,11,4,7,4,7,"K"
"5470",8,12,9,6,5,10,5,4,6,11,2,7,5,8,4,10,"K"
"5471",4,6,6,4,4,8,6,1,6,10,5,9,4,7,5,8,"K"
"5472",4,5,5,3,3,5,7,4,7,6,6,11,3,8,5,9,"K"
"5473",6,11,9,9,6,8,7,2,7,10,4,8,4,7,4,8,"K"
"5474",7,10,10,8,8,4,8,1,7,10,8,10,3,8,4,7,"K"
"5475",4,8,6,6,5,4,7,1,6,10,9,11,3,8,3,6,"K"
"5476",6,10,8,8,6,5,6,1,7,10,8,10,3,8,4,8,"K"
"5477",4,6,6,4,5,8,8,5,4,7,6,7,7,6,6,11,"K"
"5478",8,10,11,8,8,7,7,1,7,10,5,9,5,7,4,7,"K"
"5479",6,9,9,6,5,9,6,2,7,10,3,8,6,8,6,10,"K"
"5480",4,5,6,4,3,4,8,2,8,10,10,11,4,7,3,6,"K"
"5481",2,3,4,2,2,5,8,2,7,10,8,9,3,8,2,7,"K"
"5482",11,13,10,8,4,8,8,3,8,9,4,6,5,7,4,7,"K"
"5483",1,0,2,1,0,5,7,7,1,7,6,11,2,8,2,11,"K"
"5484",8,15,8,8,4,6,8,3,7,9,7,9,6,9,3,7,"K"
"5485",3,2,4,3,2,5,7,4,7,6,6,11,3,8,5,9,"K"
"5486",9,13,10,7,6,4,9,4,6,10,10,11,5,8,4,6,"K"
"5487",3,4,4,6,2,3,7,7,2,7,5,11,3,8,3,10,"K"
"5488",5,7,7,5,5,4,7,2,7,10,9,11,4,7,4,6,"K"
"5489",4,8,6,7,5,9,6,2,3,8,3,8,5,7,6,11,"K"
"5490",5,10,8,7,5,6,7,3,8,7,6,8,4,8,5,8,"K"
"5491",5,8,7,7,6,8,5,2,4,8,4,8,4,8,7,11,"K"
"5492",7,11,9,8,5,6,7,2,7,10,7,10,4,8,4,8,"K"
"5493",4,7,5,5,4,7,6,1,6,10,5,10,3,8,4,9,"K"
"5494",3,4,5,3,2,5,7,2,7,10,8,10,3,8,3,7,"K"
"5495",8,15,8,8,4,7,6,3,6,9,9,10,6,12,3,7,"K"
"5496",2,4,3,2,2,5,7,4,7,7,7,11,3,9,5,10,"K"
"5497",4,6,5,4,5,6,5,4,4,6,6,9,3,6,7,11,"K"
"5498",3,6,4,4,2,3,7,6,3,7,6,11,3,8,3,11,"K"
"5499",5,8,7,6,8,6,9,4,5,6,5,9,8,7,7,10,"K"
"5500",3,5,5,4,3,5,7,1,7,10,8,11,3,8,3,8,"K"
"5501",5,7,7,5,5,7,6,1,6,10,5,9,3,7,3,9,"K"
"5502",3,6,5,4,5,6,7,4,4,7,6,8,4,6,8,13,"K"
"5503",4,4,4,5,2,3,7,8,2,7,5,11,4,8,2,11,"K"
"5504",3,3,3,4,1,3,6,7,2,7,6,11,3,8,2,11,"K"
"5505",5,9,7,7,5,6,7,5,7,6,6,10,4,8,5,9,"K"
"5506",3,6,4,4,3,6,7,4,7,6,6,10,3,8,5,9,"K"
"5507",7,10,10,8,7,4,7,2,7,10,10,11,3,8,3,6,"K"
"5508",4,8,4,5,2,4,7,8,2,7,6,11,4,8,2,11,"K"
"5509",5,7,7,6,6,6,7,3,4,6,4,9,6,5,9,8,"K"
"5510",3,5,4,4,3,5,7,4,7,7,6,11,3,8,5,10,"K"
"5511",3,4,5,3,2,4,9,2,7,10,9,11,3,8,3,6,"K"
"5512",6,12,6,6,4,7,7,3,6,10,3,8,5,5,3,8,"K"
"5513",5,10,8,7,5,3,8,2,7,10,11,12,4,7,4,5,"K"
"5514",3,5,5,4,3,8,7,2,7,10,4,9,5,10,4,9,"K"
"5515",4,7,6,5,3,8,6,2,7,10,3,9,3,8,4,10,"K"
"5516",4,9,6,8,6,9,6,2,4,9,3,8,5,6,7,11,"K"
"5517",7,10,11,8,7,2,8,3,7,11,12,12,4,7,4,4,"K"
"5518",5,10,6,7,2,4,8,8,2,7,4,11,4,8,2,11,"K"
"5519",4,4,6,3,3,5,8,2,7,10,8,9,3,8,2,7,"K"
"5520",3,8,5,6,4,5,6,4,7,7,7,11,3,8,5,9,"K"
"5521",5,10,7,8,7,7,7,3,7,6,6,7,7,8,6,10,"K"
"5522",6,11,6,8,5,3,6,7,4,7,8,12,3,8,3,11,"K"
"5523",4,10,6,8,7,6,6,5,3,7,6,9,4,5,10,8,"K"
"5524",8,12,7,6,4,9,8,3,7,9,4,6,6,9,4,8,"K"
"5525",3,7,4,5,2,3,8,7,2,7,5,11,3,8,3,11,"K"
"5526",3,6,5,4,3,6,7,1,7,10,7,10,3,8,3,8,"K"
"5527",6,9,9,7,9,6,8,5,4,7,5,8,4,6,10,9,"K"
"5528",5,9,6,7,7,7,9,5,4,7,5,7,5,7,8,11,"K"
"5529",7,9,10,7,6,6,8,2,7,10,7,9,3,8,3,7,"K"
"5530",5,5,5,8,2,4,6,9,2,7,7,11,4,7,3,11,"K"
"5531",3,5,5,4,3,5,8,1,6,10,8,10,3,8,3,8,"K"
"5532",4,9,6,6,6,7,6,5,4,6,6,7,7,6,8,12,"K"
"5533",4,10,6,8,7,7,7,5,4,7,6,7,7,6,8,13,"K"
"5534",4,9,6,7,6,5,6,4,7,6,6,10,3,8,6,10,"K"
"5535",4,8,6,6,5,8,5,1,6,10,4,9,3,8,4,10,"K"
"5536",6,8,8,6,4,3,9,3,7,11,11,11,4,7,4,5,"K"
"5537",6,9,8,6,7,9,6,1,6,10,3,8,6,7,5,9,"K"
"5538",6,10,9,7,7,4,8,2,7,10,10,11,4,7,4,6,"K"
"5539",2,3,4,2,2,5,9,1,6,10,8,9,3,8,2,8,"K"
"5540",5,11,5,8,5,3,7,7,3,7,6,11,3,8,3,11,"K"
"5541",1,0,1,0,0,4,6,5,2,7,6,10,2,7,1,10,"K"
"5542",2,3,4,2,2,6,7,2,6,10,7,10,3,8,2,7,"K"
"5543",3,5,5,4,3,5,7,4,8,7,6,11,3,8,5,9,"K"
"5544",8,11,11,8,6,8,6,2,8,11,4,8,4,8,5,10,"K"
"5545",5,7,8,5,4,7,6,2,7,10,5,10,4,7,5,9,"K"
"5546",6,10,8,7,6,8,7,1,7,10,4,8,4,7,4,8,"K"
"5547",2,1,3,2,2,5,7,4,6,6,6,10,3,8,4,9,"K"
"5548",7,12,7,7,5,8,7,2,6,10,4,8,5,8,4,8,"K"
"5549",5,9,7,7,5,6,7,5,8,6,5,10,3,8,5,9,"K"
"5550",5,6,5,9,2,3,6,8,2,7,7,12,3,8,3,11,"K"
"5551",6,9,8,7,6,6,6,1,7,10,7,10,3,8,4,8,"K"
"5552",3,4,5,3,2,6,6,1,7,10,7,10,3,7,3,8,"K"
"5553",3,5,4,3,3,5,7,4,7,6,6,11,3,8,4,10,"K"
"5554",5,9,5,6,2,4,7,9,2,7,5,11,4,8,2,11,"K"
"5555",4,6,6,5,5,8,7,2,3,8,3,8,4,5,6,10,"K"
"5556",2,3,4,2,2,5,8,2,6,10,8,10,3,8,2,8,"K"
"5557",3,3,4,5,2,3,6,7,3,7,7,12,3,8,3,10,"K"
"5558",5,9,7,7,6,5,7,1,6,9,8,10,3,8,3,8,"K"
"5559",3,5,5,3,2,5,8,1,7,10,8,10,3,8,3,7,"K"
"5560",5,8,7,7,7,7,7,2,4,8,4,8,6,4,9,11,"K"
"5561",3,8,4,6,2,3,7,8,3,7,6,11,4,8,3,11,"K"
"5562",4,8,6,6,6,7,7,4,4,7,5,7,4,6,9,10,"K"
"5563",2,4,4,3,2,6,7,2,6,10,7,10,3,8,2,8,"K"
"5564",3,6,4,4,1,3,6,7,3,7,7,11,3,8,2,10,"K"
"5565",9,15,9,8,6,2,9,3,6,9,9,12,4,7,3,6,"K"
"5566",4,9,4,6,2,3,8,7,2,7,5,11,3,8,3,10,"K"
"5567",1,0,1,0,0,4,6,6,2,7,6,11,3,7,2,10,"K"
"5568",5,6,7,4,3,9,7,2,7,11,3,7,3,8,3,9,"K"
"5569",4,5,5,4,3,5,6,4,8,7,7,11,3,8,5,10,"K"
"5570",5,11,6,8,5,4,8,8,3,6,3,11,3,8,2,11,"K"
"5571",5,5,5,8,2,4,6,8,2,7,7,12,3,8,3,11,"K"
"5572",4,7,6,6,6,10,6,2,3,9,3,8,5,6,6,13,"K"
"5573",8,11,11,8,7,5,7,2,7,10,8,11,3,8,3,7,"K"
"5574",7,9,10,6,7,9,7,1,6,10,3,8,6,7,5,10,"K"
"5575",5,9,8,6,4,3,8,3,8,12,12,12,3,8,4,5,"K"
"5576",2,6,3,4,1,3,7,7,2,7,6,11,3,8,2,11,"K"
"5577",4,2,5,3,3,5,7,4,8,7,6,11,3,8,5,9,"K"
"5578",3,4,5,3,3,9,6,2,6,10,4,9,4,7,4,9,"K"
"5579",7,11,10,8,8,10,6,1,6,10,3,8,6,8,6,11,"K"
"5580",2,6,3,4,1,3,7,7,3,7,7,11,3,8,2,10,"K"
"5581",2,7,3,4,1,4,8,8,2,6,4,11,3,8,2,10,"K"
"5582",3,8,4,6,3,3,7,6,2,6,5,10,3,8,2,11,"K"
"5583",8,10,8,5,3,10,7,4,7,8,1,5,5,7,4,9,"K"
"5584",6,11,6,8,3,4,8,8,2,7,4,11,4,8,2,11,"K"
"5585",7,13,7,8,4,6,7,3,6,9,9,10,6,10,3,7,"K"
"5586",4,6,6,4,4,7,8,4,8,7,5,7,3,8,5,8,"K"
"5587",5,9,7,7,6,10,6,1,6,10,3,8,4,9,4,11,"K"
"5588",6,8,8,6,4,8,7,2,7,10,3,8,4,7,4,9,"K"
"5589",3,8,4,6,3,3,8,6,3,6,4,11,3,8,3,11,"K"
"5590",4,7,6,6,5,9,5,2,3,8,4,9,4,7,6,12,"K"
"5591",7,9,8,5,4,5,8,4,6,10,11,11,6,12,4,7,"K"
"5592",5,11,5,8,5,3,8,7,3,6,4,11,3,8,2,11,"K"
"5593",3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,"L"
"5594",5,10,6,8,5,9,3,2,6,9,2,9,2,5,3,9,"L"
"5595",2,3,2,4,1,0,1,5,6,0,0,6,0,8,0,8,"L"
"5596",4,8,6,6,4,6,5,2,8,7,2,8,1,6,3,7,"L"
"5597",3,5,4,5,3,8,7,4,5,7,6,8,3,8,7,10,"L"
"5598",4,8,6,6,4,6,5,1,9,7,2,10,0,6,3,8,"L"
"5599",4,8,4,6,1,0,0,6,6,0,1,4,0,8,0,8,"L"
"5600",4,11,5,8,4,7,4,1,7,8,2,10,1,6,3,8,"L"
"5601",3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,"L"
"5602",1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8,"L"
"5603",3,7,4,5,2,4,5,2,10,3,1,8,0,7,2,5,"L"
"5604",6,12,6,6,4,8,3,3,4,12,8,12,3,10,5,11,"L"
"5605",4,9,5,7,1,0,0,6,6,0,1,5,0,8,0,8,"L"
"5606",3,9,5,6,3,5,4,2,8,6,1,10,0,6,3,7,"L"
"5607",7,15,7,8,5,9,3,4,4,12,7,11,4,8,7,9,"L"
"5608",1,3,2,2,1,7,4,2,7,7,2,9,0,7,2,8,"L"
"5609",5,11,5,8,2,0,0,6,6,0,1,5,0,8,0,8,"L"
"5610",2,6,4,4,1,5,4,1,9,7,1,9,0,7,2,7,"L"
"5611",3,8,3,6,1,0,1,5,6,0,0,6,0,8,0,8,"L"
"5612",3,4,3,6,1,0,1,5,6,0,0,7,0,8,0,8,"L"
"5613",4,8,5,6,3,4,3,5,9,1,1,5,1,6,1,5,"L"
"5614",5,11,6,9,4,4,4,1,9,6,1,10,0,6,3,6,"L"
"5615",4,10,4,8,1,0,1,6,6,0,0,6,0,8,0,8,"L"
